source_hint,source_root,original_filename,relative_path,size_bytes,sha256,width,height,product_name,brand,variant,size,category,skin,confidence,target_filename,action,notes,created_at,updated_at
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_43 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_43 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_43 a.m. (2).png",2076265,e85b9c7e38828caf4447d06fb31dd92c2ef3dc43825ad75fb92804597dd41d14,,,Huevos,,,12-unidades,abarrotes,light,0.95,huevos-12-unidades.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_43 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_43 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_43 a.m. (3).png",1931383,275de7d3153057d431e1a90495b963753ff84e4e3d44a0866e15cd678adadcc4,,,Pan blanco,,,620g,panaderia,light,0.95,pan-blanco-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_44 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_44 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_44 a.m. (4).png",1987917,6c3a7abed896aaccb7877eda7f48333593ff1e0757892758611b8bb4701bd4d0,,,Pan integral,,,620g,panaderia,light,0.95,pan-integral-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_44 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_44 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_44 a.m. (5).png",1961554,3430110c84ba3096fc23c6ef239e88c7b9b6df8e623fcd5bd90da26cbc60410e,,,Pan dulce,,surtido tradicional,450g,panaderia,light,0.95,pan-dulce-surtido-tradicional-450g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_45 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_45 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_45 a.m. (6).png",2160757,4982cc4bdb4d05763e5984240bb3f03ec62131bc50510545b4f9d6c7a2401017,,,Margarina,,,225g,lacteos,dark,0.95,margarina-225g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_45 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_45 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_45 a.m. (7).png",2243261,163a71d943ce1ce8e7a932f72590ae77115854814d9079a394600abb81e57312,,,Huevos,,,12-unidades,abarrotes,dark,0.95,huevos-12-unidades.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_46 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_46 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_46 a.m. (8).png",2313125,74c77fde5dcb99de7c7704818edad8667460a8181752c01630994e6100d818dd,,,Pan blanco,,,620g,panaderia,dark,0.95,pan-blanco-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_46 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_46 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_46 a.m. (9).png",2344657,630b9306546119c8788ba9b3e098a2dcd4c2d80237d4e42123e2612991eb5523,,,Pan integral,,,620g,panaderia,dark,0.95,pan-integral-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_47 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_47 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_47 a.m. (10).png",2290930,368341b2561c7eade2271369f81ac12e919922ab60d749fb34e937611da2f3d6,,,Pan dulce,,surtido tradicional,450g,panaderia,dark,0.95,pan-dulce-surtido-tradicional-450g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (1).png",2025699,ec70069ee2ba04f5550a1738ff2ec008820d4d8f17824a997c302a168625eca4,,,Margarina,,,225g,lacteos,light,0.95,margarina-225g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (10).png",2290930,368341b2561c7eade2271369f81ac12e919922ab60d749fb34e937611da2f3d6,,,Pan dulce,,surtido tradicional,450g,panaderia,dark,0.95,pan-dulce-surtido-tradicional-450g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (2).png",2076265,e85b9c7e38828caf4447d06fb31dd92c2ef3dc43825ad75fb92804597dd41d14,,,Huevos,,,12-unidades,abarrotes,light,0.95,huevos-12-unidades-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (3).png",1931383,275de7d3153057d431e1a90495b963753ff84e4e3d44a0866e15cd678adadcc4,,,Pan blanco,,,620g,panaderia,light,0.95,pan-blanco-620g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (4).png",1987917,6c3a7abed896aaccb7877eda7f48333593ff1e0757892758611b8bb4701bd4d0,,,Pan integral,,,620g,panaderia,light,0.95,pan-integral-620g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (5).png",1961554,3430110c84ba3096fc23c6ef239e88c7b9b6df8e623fcd5bd90da26cbc60410e,,,Pan dulce,,surtido tradicional,450g,panaderia,light,0.95,pan-dulce-surtido-tradicional-450g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (6).png",2160757,4982cc4bdb4d05763e5984240bb3f03ec62131bc50510545b4f9d6c7a2401017,,,Margarina,,,225g,lacteos,dark,0.95,margarina-225g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (7).png",2243261,163a71d943ce1ce8e7a932f72590ae77115854814d9079a394600abb81e57312,,,Huevos,,,12-unidades,abarrotes,dark,0.95,huevos-12-unidades-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (8).png",2313125,74c77fde5dcb99de7c7704818edad8667460a8181752c01630994e6100d818dd,,,Pan blanco,,,620g,panaderia,dark,0.95,pan-blanco-620g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_52 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_52 a.m. (9).png",2344657,630b9306546119c8788ba9b3e098a2dcd4c2d80237d4e42123e2612991eb5523,,,Pan integral,,,620g,panaderia,dark,0.95,pan-integral-620g-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_57 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_57 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_57 a.m. (1).png",1931550,20b11b06d3573bc2f58dc6c8554249c4d7e48e2276d5a66e5adb326f2f87c92f,,,Pan de caja multigrano,,fibra y semillas,620g,panaderia,light,0.96,pan-de-caja-multigrano-fibra-y-semillas-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_58 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (2).png",2032690,e226c7d8508524231e81572c0add67e34598f69f0581d883da5a55399bce0e2c,,,Pan de centeno,,sabor intenso,620g,panaderia,light,0.96,pan-de-centeno-sabor-intenso-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_58 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (3).png",2016361,a3a2f9ea55b8e530f235e53fa8980535f873b237e5c3bd390357056d4f506a71,,,Pan para hamburguesa,,,360g,panaderia,light,0.96,pan-para-hamburguesa-360g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_58 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (4).png",2022767,c2add873a43eddbd31885ca02f7b6b9de0315edeb89c0d970f3369b4444801c3,,,Pan para hot dog,,,360g,panaderia,light,0.96,pan-para-hot-dog-360g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_58 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_58 a.m. (5).png",2060848,ea010690ab1d1378098229b0a7fefb354c49534325b67d9431997522119c5335,,,Tortillas de maíz,,tradición mexicana,500g,tortillas,light,0.96,tortillas-de-maiz-tradicion-mexicana-500g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_59 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_59 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_59 a.m. (6).png",2378105,868486848c5043f27e5e2a259e6c14bb9afb34a5de9320826716f7638713ec0a,,,Pan de caja multigrano,,fibra y semillas,620g,panaderia,dark,0.96,pan-de-caja-multigrano-fibra-y-semillas-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_59 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_59 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_59 a.m. (7).png",2213856,ed268b5f825abeddc2a13653f35256c6fc95e492f2720a225533f24a823a9d19,,,Pan de centeno,,sabor intenso,620g,panaderia,dark,0.96,pan-de-centeno-sabor-intenso-620g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_59_00 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_59_00 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_59_00 a.m. (10).png",2219241,1f4169020290b7d9336ec2c25f66c8ce23a916dfb31d037d6a8495e65687319e,,,Tortillas de maíz,,tradición mexicana,500g,tortillas,dark,0.96,tortillas-de-maiz-tradicion-mexicana-500g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_59_00 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_59_00 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_59_00 a.m. (8).png",2222016,5458e99edad2ef38b74c471d01c621eb454b5b521c0bc2a94d02c38700f76cf1,,,Pan para hamburguesa,,,360g,panaderia,dark,0.96,pan-para-hamburguesa-360g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_59_00 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_59_00 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_59_00 a.m. (9).png",2351100,111a8269e18c749bd62b46b3aab5259df8042407d5b2439025732fc1d874536e,,,Pan para hot dog,,,360g,panaderia,dark,0.96,pan-para-hot-dog-360g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (1).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (1).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (1).png",2018091,baa7295a0d4950e02a7e6cff571aece67ee403926ed34771d9eb09c239f0f276,1254,1254,Tortillas de harina,,,500g,panaderia,light,0.98,tortillas-de-harina-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (10).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (10).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (10).png",2292342,4dbcdf98bf12d4c3751f55275a6474171ccd4c51a946ec01b196d3a6d50f3e14,1254,1254,Galletas María,,,170g,galletas,dark,0.98,galletas-maria-170g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (2).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (2).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (2).png",1916331,48383e8d7c6ac51d16236c2df8ce5ddfade25a3ba9b0bace189234f0f434bf8b,1254,1254,Tostadas horneadas,,,250g,botanas,light,0.98,tostadas-horneadas-250g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (3).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (3).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (3).png",1918428,7f4e1ad0fda199cc0ffcbefbc3803cc20c1ff007a16489aedda5aa9829aebd04,1254,1254,Totopos crujientes de maíz,,,180g,botanas,light,0.98,totopos-crujientes-de-maiz-180g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (4).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (4).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (4).png",2035076,2e18c73959a2969921e0f9eae17bd609ca8b1976129523a8dd6237eadc7d7925,1254,1254,Nachos sabor queso,,,180g,botanas,light,0.98,nachos-sabor-queso-180g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (5).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (5).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (5).png",1902044,4df4add52aa0be421d56f2ba80310f2e7431ecbbe06245725c850c51072cc778,1254,1254,Galletas María,,,170g,galletas,light,0.98,galletas-maria-170g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (6).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (6).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (6).png",1891574,5555900bdadbc330e4f73a326fcdd3a035ab9248705cabf2eeef7c1ccf895c8e,1254,1254,Tortillas de harina,,,500g,panaderia,dark,0.98,tortillas-de-harina-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (7).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (7).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (7).png",2140895,f910d33f1985eda39f5ff3971250a65cabe3b0c72e69d1a5f45b9457a88f2a1c,1254,1254,Tostadas horneadas,,,250g,botanas,dark,0.98,tostadas-horneadas-250g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (8).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (8).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (8).png",2291226,03d4696c900d1b2df9e5166ed77dc507828737e3ea4dea24669a8ee76e1ba0cf,1254,1254,Totopos crujientes de maíz,,,180g,botanas,dark,0.98,totopos-crujientes-de-maiz-180g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (9).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_23 p.m. (9).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_23 p.m. (9).png",2202718,e897ed79daa2d3ab4daf84406285a61210f9063e71ebc6fb95eaca00c7e9bcd8,1254,1254,Nachos sabor queso,,,180g,botanas,dark,0.98,nachos-sabor-queso-180g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (1).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_29 p.m. (1).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (1).png",1928552,b920c667d78a94836d14f68606128e8e124930147acf3d78ead2624d11e86bd9,1254,1254,Galletas de chocolate,,,180g,galletas,light,0.98,galletas-de-chocolate-180g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (10).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_29 p.m. (10).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (10).png",2344157,d54b135a6a3fbcbf6def1e0874ed14ad3d5459bdecc89fdc2bb9c081f07303b0,1254,1254,Barritas de cereal,,,210g,cereales,dark,0.98,barritas-de-cereal-210g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (2).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_29 p.m. (2).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (2).png",2001370,6a5ec9748e225010f6b18beb8a0050cc13f27ac5fc45929d4bb78787d870f67b,1254,1254,Galletas integrales,,,180g,galletas,light,0.98,galletas-integrales-180g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (3).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_29 p.m. (3).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (3).png",2040832,7c6dcad3569e875de120da75f61dda4a8cd23dd35b30b210be54ec43f0c772fa,1254,1254,Galletas de vainilla,,,180g,galletas,light,0.98,galletas-de-vainilla-180g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (4).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_29 p.m. (4).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (4).png",2088160,248f9f9de594d5ed6b8b9ee43e1c97ef5c71d3f45b990328b7166aed115c5743,1254,1254,Galletas rellenas,,,170g,galletas,light,0.98,galletas-rellenas-170g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (5).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_16_29 p.m. (5).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_16_29 p.m. (5).png",2149879,46056f5a221060fc40c40ca2afe75088e2c0e6baa6be6a037bf1444a44a4d9fb,1254,1254,Barritas de cereal,,,210g,cereales,light,0.98,barritas-de-cereal-210g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
