surface,file,selector,layer,action,risks,background,position,z_index,isolation,overflow,opacity,backdrop_filter,height
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.secondaryActions span,toolbar,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.secondaryActions strong,toolbar,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen,page-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.sidebar,navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.workspace,page-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productGrid,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen,page-surface,conservar,,,,,,auto,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeShell,shell,conservar,isolation:isolate,"radial-gradient(circle at 44% -8%, rgba(232, 189, 103, 0.19), transparent 31%), radial-gradient(circle at 18% 100%, rgba(160, 45, 34, 0.14), transparent 28%), radial-gradient(circle at 84% 92%, rgba(55, 90, 150, 0.13), transparent 30%), linear-gradient(180deg, #11131a 0%, #08090d 54%, #050608 100%)",relative,,isolate,,,,100vh
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeShell::before, .routeShell::after",shell,conservar,position:fixed; z-index:-1,,fixed,-1,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeShell::before,shell,conservar,opacity:0.16,"linear-gradient(90deg, rgba(255, 255, 255, 0.026) 1px, transparent 1px), linear-gradient(180deg, rgba(255, 255, 255, 0.018) 1px, transparent 1px)",,,,,0.16,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeShell::after,shell,conservar,,"radial-gradient(circle at center, transparent 45%, rgba(0, 0, 0, 0.48) 100%)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeNavRail,navigation,conservar_con_cuidado,background activo; posible tapador de fondo; position:sticky,"linear-gradient(180deg, rgba(13, 15, 22, 0.94), rgba(7, 8, 12, 0.92))",sticky,,,,,,calc(100vh - 44px)
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBrand,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBrandMark,unknown,conservar,,"radial-gradient(circle at 36% 20%, rgba(255, 244, 207, 0.32), transparent 34%), rgba(232, 189, 103, 0.1)",,,,,,,46px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBrandMark span,unknown,conservar,background activo,"linear-gradient(135deg, rgba(255, 244, 207, 0.92), rgba(232, 189, 103, 0.2))",,,,,,,25px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBrandText,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBrandText strong,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBrandText small,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeNavList,navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeNavItem, .routeNavActive",navigation,conservar_con_cuidado,,,,,,,,,46px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeNavItem:hover,navigation,conservar_con_cuidado,background activo,"rgba(255, 255, 255, 0.04)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeNavActive,navigation,conservar_con_cuidado,background activo,"linear-gradient(90deg, rgba(232, 189, 103, 0.28), rgba(232, 189, 103, 0.1))",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTerminalCard,card,conservar,background activo,"linear-gradient(180deg, rgba(29, 32, 42, 0.8), rgba(13, 15, 22, 0.78))",,,,,,,64px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTerminalIcon,unknown,conservar,background activo,"rgba(232, 189, 103, 0.11)",,,,,,,38px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeTerminalCard strong, .routeTerminalCard small",card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTerminalCard strong,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTerminalCard small,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeViewport,viewport,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTopbar,navigation,conservar_con_cuidado,background activo; glass/backdrop-filter,"linear-gradient(180deg, rgba(24, 27, 36, 0.68), rgba(11, 13, 19, 0.58))",,,,,,blur(20px),78px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTitleGroup,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeTitleGroup span, .routePanelHeader span",panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTitleGroup h1,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeTitleGroup p, .routePanelHeader p",panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTopbarRight,navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeTopIcon, .routeGoldGhostButton, .routeDarkButton, .routePrimaryButton, .routeSecondaryButton",fx,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTopIcon,unknown,conservar,background activo,"rgba(24, 27, 36, 0.74)",,,,,,,46px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeUserChip,unknown,conservar,background activo,"rgba(24, 27, 36, 0.72)",,,,,,,46px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeUserChip span,unknown,conservar,background activo,"linear-gradient(180deg, #f7d88a, #c89136)",,,,,,,34px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeUserChip strong,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeActionBand,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeContent,viewport,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeKpiStrip,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeMetricCard,card,conservar,background activo,"linear-gradient(180deg, rgba(29, 32, 42, 0.72), rgba(13, 15, 22, 0.7))",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeMetricCard span,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeMetricCard strong,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeMetricCard small,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeMetricIcon,card,conservar,background activo,"rgba(232, 189, 103, 0.09)",,,,,,,42px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePanel,panel,conservar,background activo,"linear-gradient(180deg, rgba(24, 27, 36, 0.76), rgba(11, 13, 19, 0.74))",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePanelHeader,panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePanelHeader h2,panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSearchStrip,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSearchControl,unknown,conservar,background activo,"linear-gradient(180deg, rgba(29, 32, 42, 0.82), rgba(12, 14, 20, 0.8))",,,,,,,58px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSearchControl input,unknown,conservar,,transparent,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSearchControl input::placeholder,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeGoldGhostButton, .routeDarkButton, .routeSecondaryButton",unknown,conservar,background activo,"linear-gradient(180deg, rgba(35, 37, 47, 0.84), rgba(15, 17, 24, 0.82))",,,,,,,46px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeDarkButton, .routeSecondaryButton",unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBadge,unknown,conservar,,,,,,,,,28px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBadge_ok,unknown,conservar,background activo,"rgba(58, 209, 122, 0.12)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBadge_warn,state,conservar_con_cuidado,background activo,"rgba(232, 189, 103, 0.12)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBadge_danger,state,conservar_con_cuidado,background activo,"rgba(255, 107, 94, 0.12)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBadge_neutral,unknown,conservar,background activo,"rgba(255, 255, 255, 0.055)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeActionCard, .routeFlowItem, .routeProductTile",card,conservar,background activo,"linear-gradient(180deg, rgba(33, 36, 47, 0.72), rgba(15, 17, 24, 0.7))",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeActionCard,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeActionCard strong, .routeFlowItem strong, .routeProductTile strong",card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeActionCard p, .routeFlowItem p",card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeActionCard small,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeActionIcon,unknown,conservar,background activo,"rgba(232, 189, 103, 0.1)",,,,,,,42px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeActionCard_ok,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeActionCard_warn,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeActionCard_danger,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeFlowList,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeFlowItem,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeFlowStep,unknown,conservar,background activo,"linear-gradient(180deg, #f7d88a, #c89136)",,,,,,,38px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeFlowAside,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePillCloud,background,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePill,unknown,conservar,background activo,"rgba(255, 255, 255, 0.055)",,,,,,,34px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePill_ok,unknown,conservar,background activo,"rgba(58, 209, 122, 0.1)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePill_warn,state,conservar_con_cuidado,background activo,"rgba(232, 189, 103, 0.1)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePill_danger,state,conservar_con_cuidado,background activo,"rgba(255, 107, 94, 0.11)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePill_neutral,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTableWrap,panel,conservar,,,,,,auto,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTable,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeTable th, .routeTable td",unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTable th,unknown,conservar,background activo,"rgba(232, 189, 103, 0.055)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTable td:first-child,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTable tr:last-child td,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeEmptyState,state,conservar_con_cuidado,,"radial-gradient(circle at center, rgba(232, 189, 103, 0.1), transparent 44%), rgba(255, 255, 255, 0.035)",,,,,,,188px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeEmptyState span,state,conservar_con_cuidado,background activo,"rgba(232, 189, 103, 0.1)",,,,,,,48px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeEmptyState strong,state,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeEmptyState p,state,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePrimaryButton,fx,conservar,background activo,"linear-gradient(180deg, #f7d88a 0%, #e8bd67 48%, #c89136 100%)",,,,,,,58px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routePrimaryButton strong,fx,conservar,background activo,"rgba(43, 33, 17, 0.12)",,,,,,,26px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSecondaryButton,unknown,conservar,,,,,,,,,50px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTotalDisplay,unknown,conservar,,"radial-gradient(circle at 82% 12%, rgba(232, 189, 103, 0.2), transparent 38%), linear-gradient(180deg, rgba(33, 36, 47, 0.78), rgba(12, 14, 20, 0.78))",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTotalDisplay span,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTotalDisplay strong,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTotalDisplay small,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeProductTile,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeProductIcon,unknown,conservar,background activo,"rgba(232, 189, 103, 0.1)",,,,,,,48px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeProductTile small,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeProductTile footer,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeProductTile footer > span,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.salesConsoleLayout,shell,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.salesCatalogPanel,panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeCategoryLine,unknown,conservar,,,,,,auto,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeCategoryLine::-webkit-scrollbar,unknown,conservar,,,,,,,,,0
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeCategoryChip, .routeCategoryChipActive",unknown,conservar,background activo,"rgba(255, 255, 255, 0.052)",,,,,,,40px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeCategoryChipActive,unknown,conservar,background activo,"linear-gradient(180deg, #f7d88a, #c89136)",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeProductGrid,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSideStack,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSummaryRows,content-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSummaryRow,content-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSummaryRow strong,content-surface,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeButtonGrid,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".checkoutLayout, .returnsLayout",shell,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.paymentGrid,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.paymentGrid .routeActionCard,card,conservar,,,,,,,,,154px
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.paymentGrid .routeActionCard small,card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.lookupPanel,panel,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.returnReasonGrid,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeShell,shell,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeNavRail,navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeBrand,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeBrandText, .routeNavItem span, .routeNavActive span, .routeTerminalCard span:not(.routeTerminalIcon)",navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeNavItem, .routeNavActive, .routeTerminalCard",navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTopbar,navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeTopbarRight,navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".salesConsoleLayout, .checkoutLayout, .returnsLayout",shell,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeShell,shell,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeNavRail,navigation,conservar_con_cuidado,,,relative,,,,,,auto
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeNavList,navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeKpiStrip, .paymentGrid",card,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeProductGrid,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.routeSearchStrip,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".routeGoldGhostButton:disabled, .routeDarkButton:disabled, .routePrimaryButton:disabled, .routeSecondaryButton:disabled",fx,conservar,opacity:0.54,,,,,,0.54,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* PRISMA_REFERENCE_VISUAL_REFINEMENT_01I START Tablet POS local polish. Visual-only: layout grid, route structure and TSX untouched. */ .screen",shell,conservar,,"radial-gradient(ellipse at 50% -12%, rgba(255, 226, 158, 0.26), transparent 28%), radial-gradient(ellipse at 78% 6%, rgba(203, 233, 248, 0.18), transparent 24%), radial-gradient(ellipse at 18% 26%, rgba(80, 130, 174, 0.18), transparent 35%), radial-gradient(ellipse at 16% 100%, rgba(168, 58, 42, 0.16), transparent 31%), radial-gradient(ellipse at 88% 98%, rgba(51, 103, 157, 0.20), transparent 33%), linear-gradient(180deg, #101a25 0%, #06101a 48%, #01050a 100%) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen::before,page-surface,conservar,opacity:0.92 !important,"linear-gradient(112deg, transparent 0%, rgba(255,255,255,0.125) 32%, rgba(255,255,255,0.035) 38%, transparent 50%), radial-gradient(ellipse at 54% 3%, rgba(255,255,255,0.24), transparent 8%), radial-gradient(ellipse at 50% 102%, rgba(239,196,111,0.20), transparent 30%) !important",,,,,0.92 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen::after,page-surface,conservar,opacity:0.76 !important,"radial-gradient(ellipse at 50% 45%, transparent 40%, rgba(0,0,0,0.58) 100%), repeating-radial-gradient(circle at 34% 44%, rgba(255,255,255,0.026) 0 1px, transparent 1px 5px) !important",,,,,0.76 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".sidebar, .cartPanel, .searchBox, .scanButton, .moreButton, .iconButton, .iconButtonBadge, .adminChip, .pagination, .secondaryActions button, .terminalCard",navigation,conservar_con_cuidado,glass/backdrop-filter,"radial-gradient(ellipse at 20% 0%, rgba(255,235,183,0.13), transparent 34%), radial-gradient(ellipse at 86% 0%, rgba(203,233,248,0.08), transparent 32%), linear-gradient(180deg, rgba(255,255,255,0.10), transparent 20%), linear-gradient(148deg, rgba(29,45,60,0.72), rgba(6,15,25,0.64) 54%, rgba(3,8,14,0.78)) !important",,,,,,blur(34px) saturate(1.38),
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.cartPanel,panel,conservar,,"radial-gradient(ellipse at 76% 0%, rgba(255,221,153,0.16), transparent 36%), radial-gradient(ellipse at 18% 10%, rgba(203,234,248,0.10), transparent 34%), linear-gradient(150deg, rgba(20,32,45,0.84), rgba(3,10,18,0.88)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productCard,card,conservar,,"radial-gradient(ellipse at 50% 0%, rgba(255,255,255,0.16), transparent 28%), radial-gradient(ellipse at 18% 18%, rgba(197,230,247,0.13), transparent 34%), linear-gradient(150deg, rgba(31,45,59,0.66), rgba(6,15,25,0.68)) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productCard::before,card,conservar,opacity:0.74 !important,"linear-gradient(126deg, rgba(255,255,255,0.18), transparent 25%, transparent 72%, rgba(239,196,111,0.12)), radial-gradient(ellipse at 50% 4%, rgba(255,255,255,0.13), transparent 30%) !important",,,,,0.74 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".productStage, .productStageCompact",unknown,conservar,,"radial-gradient(ellipse at 50% 70%, rgba(239,196,111,0.34), transparent 21%), radial-gradient(ellipse at 50% 86%, rgba(255,119,58,0.17), transparent 34%), radial-gradient(ellipse at 46% 12%, rgba(255,255,255,0.28), transparent 30%), linear-gradient(180deg, rgba(48,68,84,0.36), rgba(5,13,22,0.12))",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productAura,fx,conservar,opacity:0.66 !important,,,,,,0.66 !important,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productPedestal,unknown,conservar,background activo,"rgba(255, 238, 194, 0.20) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.productFigure,unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".navItemActive, .categoryActive .categoryCircle, .pageActive",navigation,conservar_con_cuidado,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.chargeButton,unknown,conservar,,"radial-gradient(ellipse at 50% 0%, rgba(255,250,229,0.82), transparent 44%), linear-gradient(180deg, #ffe7ab 0%, #efc46f 42%, #b97831 100%) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,".totalGrand strong, .productInfo strong",unknown,conservar,,,,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,"/* PRISMA_REFERENCE_VISUAL_REFINEMENT_01I END */ /* PRISMA_TABLET_ATMOSPHERE_GLASS_02A START Tablet POS local polish. Visual-only: no JSX, layout, or business behavior changes. */ .screen",background,conservar,,"radial-gradient(ellipse at 52% -14%, rgba(255, 230, 166, 0.30), transparent 30%), radial-gradient(ellipse at 72% 3%, rgba(215, 239, 252, 0.18), transparent 26%), radial-gradient(ellipse at 18% 22%, rgba(84, 134, 178, 0.18), transparent 38%), radial-gradient(ellipse at 12% 105%, rgba(181, 76, 45, 0.16), transparent 30%), radial-gradient(ellipse at 90% 105%, rgba(49, 102, 162, 0.20), transparent 34%), linear-gradient(180deg, #111d28 0%, #06111c 44%, #010407 100%) !important",,,,,,,
tablet,products/tablet/app/components/prisma-dark-pos/prisma-dark-pos.module.css,.screen::before,page-surface,conservar,opacity:0.86 !important,"linear-gradient(108deg, transparent 0%, rgba(255, 255, 255, 0.13) 30%, rgba(255, 255, 255, 0.035) 38%, transparent 50%), linear-gradient(132deg, transparent 12%, rgba(197, 229, 247, 0.06) 45%, transparent 67%), radial-gradient(ellipse at 54% 2%, rgba(255, 255, 255, 0.25), transparent 8%), radial-gradient(ellipse at 50% 104%, rgba(239, 196, 111, 0.22), transparent 31%) !important",,,,,0.86 !important,,
